通し番号,popup,遺産名,lat,lon,lat-修正,lon-修正,国,種類,文化遺産,自然遺産,複合遺産,登録年,(ⅰ),(ⅱ),(ⅲ),(ⅳ),(ⅴ),(ⅵ),(ⅶ),(ⅷ),(ⅸ),(ⅹ)
328,サリアルカ：北部カザフスタンの草原と湖群/2008,サリアルカ：北部カザフスタンの草原と湖群,50.43333333,69.18888889,,,カザフスタン共和国,自然遺産,0,1,0,2008,0,0,0,0,0,0,0,0,1,1
958,スピエンヌにある新石器時代の火打ち石の鉱山発掘地（モンス）/2000,スピエンヌにある新石器時代の火打ち石の鉱山発掘地（モンス）,50.43077778,3.978777778,,,ベルギー王国,文化遺産,1,0,0,2000,1,0,1,1,0,0,0,0,0,0
880,ヴォーバンによる要塞建築群/2008,ヴォーバンによる要塞建築群,50.2825,2.758888889,,,フランス共和国,文化遺産,1,0,0,2008,1,1,0,1,0,0,0,0,0,0
1092,ウヴス・ヌール盆地/2003,ウヴス・ヌール盆地,50.275,92.71972222,,,モンゴル国及びロシア連邦,自然遺産,0,1,0,2003,0,0,0,0,0,0,0,0,1,1
916,ベルギーとフランスの鐘楼群/1999,ベルギーとフランスの鐘楼群,50.17444444,3.231388889,,,フランス共和国及びベルギー王国,文化遺産,1,0,0,1999,0,1,0,1,0,0,0,0,0,0
721,ライン渓谷中流上部/2002,ライン渓谷中流上部,50.17361111,7.694166667,,,ドイツ連邦共和国,文化遺産,1,0,0,2002,0,1,0,1,1,0,0,0,0,0
234,コーンウォールと西デヴォンの鉱山景観/2006,コーンウォールと西デヴォンの鉱山景観,50.13611111,-5.383611111,,,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,2006,0,1,1,1,0,0,0,0,0,0
602,プラハの歴史地区/1992,プラハの歴史地区,50.08972222,14.41944444,,,チェコ共和国,文化遺産,1,0,0,1992,0,1,0,1,0,1,0,0,0,0
971,クラクフの歴史地区/1978,クラクフの歴史地区,50.06666667,19.95972222,,,ポーランド共和国,文化遺産,1,0,0,1978,0,0,0,1,0,0,0,0,0,0
968,ヴィエリチカとボフニャの王立岩塩坑/1978,ヴィエリチカとボフニャの王立岩塩坑,49.97916667,20.06388889,,,ポーランド共和国,文化遺産,1,0,0,1978,0,0,0,1,0,0,0,0,0,0
596,クトナー・ホラ歴史地区の聖バルボラ教会とセドレツ地区の聖母マリア大聖堂/1995,クトナー・ホラ歴史地区の聖バルボラ教会とセドレツ地区の聖母マリア大聖堂,49.95,15.26666667,,,チェコ共和国,文化遺産,1,0,0,1995,0,1,0,1,0,0,0,0,0,0
725,バイロイトの辺境伯オペラハウス/2012,バイロイトの辺境伯オペラハウス,49.94444444,11.57861111,,,ドイツ連邦共和国,文化遺産,1,0,0,2012,1,0,0,1,0,0,0,0,0,0
720,メッセルの化石採掘地区/1995,メッセルの化石採掘地区,49.91666667,8.753888889,,,ドイツ連邦共和国,自然遺産,0,1,0,1995,0,0,0,0,0,0,0,1,0,0
875,アミアンの大聖堂/1981,アミアンの大聖堂,49.895,2.301666667,,,フランス共和国,文化遺産,1,0,0,1981,1,1,0,0,0,0,0,0,0,0
711,バンベルクの旧市街/1993,バンベルクの旧市街,49.89166667,10.88888889,,,ドイツ連邦共和国,文化遺産,1,0,0,1993,0,1,0,1,0,0,0,0,0,0
605,リトミシュル城/1999,リトミシュル城,49.87361111,16.31444444,,,チェコ共和国,文化遺産,1,0,0,1999,0,1,0,1,0,0,0,0,0,0
970,カルヴァリア・ゼブジドフスカ：マニエリスム様式の建築と公園に関連する景観と巡礼公園/1999,カルヴァリア・ゼブジドフスカ：マニエリスム様式の建築と公園に関連する景観と巡礼公園,49.86666667,19.66666667,,,ポーランド共和国,文化遺産,1,0,0,1999,0,1,0,1,0,0,0,0,0,0
215,リヴィウ歴史地区/1998,リヴィウ歴史地区,49.84166667,24.03194444,,,ウクライナ,文化遺産,1,0,0,1998,0,1,0,0,1,0,0,0,0,0
701,ヴュルツブルクの司教館と庭園群/1981,ヴュルツブルクの司教館と庭園群,49.79277778,9.938888889,,,ドイツ連邦共和国,文化遺産,1,0,0,1981,1,0,0,1,0,0,0,0,0,0
709,トリーアのローマ遺跡、聖ペトロ大聖堂と聖母聖堂/1986,トリーアのローマ遺跡、聖ペトロ大聖堂と聖母聖堂,49.75194444,6.626333333,,,ドイツ連邦共和国,文化遺産,1,0,0,1986,1,0,1,1,0,1,0,0,0,0
974,マウォポルスカ南部の木造教会群/2003,マウォポルスカ南部の木造教会群,49.75,21.23333333,,,ポーランド共和国,文化遺産,1,0,0,2003,0,0,1,1,0,0,0,0,0,0
341,バッファロー狩りの断崖/1981,バッファロー狩りの断崖,49.74944444,-113.6238889,,,カナダ,文化遺産,1,0,0,1981,0,0,0,0,0,1,0,0,0,0
724,ロルシュの修道院遺跡/1991,ロルシュの修道院遺跡,49.65369,8.56858,,,ドイツ連邦共和国,文化遺産,1,0,0,1991,0,0,1,1,0,0,0,0,0,0
335,グロス・モーン国立公園/1987,グロス・モーン国立公園,49.6125,-57.53138889,,,カナダ,自然遺産,0,1,0,1987,0,0,0,0,0,0,1,1,0,0
1123,ルクセンブルク市の旧市街と要塞/1994,ルクセンブルク市の旧市街と要塞,49.61,6.133333333,,,ルクセンブルク大公国,文化遺産,1,0,0,1994,0,0,0,1,0,0,0,0,0,0
595,オロモウツの聖三位一体記念柱/2000,オロモウツの聖三位一体記念柱,49.59861111,17.26944444,,,チェコ共和国,文化遺産,1,0,0,2000,1,0,0,1,0,0,0,0,0,0
598,ゼレナー・ホラにあるネポムークの聖ヨハネ巡礼教会/1994,ゼレナー・ホラにあるネポムークの聖ヨハネ巡礼教会,49.56666667,15.95,,,チェコ共和国,文化遺産,1,0,0,1994,0,0,0,1,0,0,0,0,0,0
980,カルパティア地方のポーランドとウクライナ領にある木造教会群/2013,カルパティア地方のポーランドとウクライナ領にある木造教会群,49.53388889,21.03222222,,,ポーランド共和国及びウクライナ,文化遺産,1,0,0,2013,0,0,1,1,0,0,0,0,0,0
881,ル・アーヴル：オーギュスト・ペレにより再建された街/2005,ル・アーヴル：オーギュスト・ペレにより再建された街,49.48905556,0.115222222,,,フランス共和国,文化遺産,1,0,0,2005,0,1,0,1,0,0,0,0,0,0
542,カルパティア山脈のスロバキア側の木造教会群/2008,カルパティア山脈のスロバキア側の木造教会群,49.33611111,19.55833333,,,スロバキア共和国,文化遺産,1,0,0,2008,0,0,1,1,0,0,0,0,0,0
1091,モンゴルのアルタイ山脈にある岩面画群/2011,モンゴルのアルタイ山脈にある岩面画群,49.33388889,88.39527778,,,モンゴル国,文化遺産,1,0,0,2011,0,0,1,0,0,0,0,0,0,0
707,シュパイアの大聖堂/1981,シュパイアの大聖堂,49.31666667,8.443055556,,,ドイツ連邦共和国,文化遺産,1,0,0,1981,0,1,0,0,0,0,0,0,0,0
597,クロムニェジーシュの庭園と宮殿/1998,クロムニェジーシュの庭園と宮殿,49.3,17.37722222,,,チェコ共和国,文化遺産,1,0,0,1998,0,1,0,1,0,0,0,0,0,0
543,バルジェヨウ街並保存地区/2000,バルジェヨウ街並保存地区,49.29333333,21.27916667,,,スロバキア共和国,文化遺産,1,0,0,2000,0,0,1,1,0,0,0,0,0,0
904,ランスのノートル・ダム大聖堂、サン・レミ旧修道院、トー宮/1991,ランスのノートル・ダム大聖堂、サン・レミ旧修道院、トー宮,49.25333333,4.032777778,,,フランス共和国,文化遺産,1,0,0,1991,1,1,0,0,0,1,0,0,0,0
713,フェルクリンゲンの製鉄所/1994,フェルクリンゲンの製鉄所,49.24444444,6.85,,,ドイツ連邦共和国,文化遺産,1,0,0,1994,0,1,0,1,0,0,0,0,0,0
601,トジェビーチのユダヤ人街とプロコピウス聖堂/2003,トジェビーチのユダヤ人街とプロコピウス聖堂,49.21722222,15.87888889,,,チェコ共和国,文化遺産,1,0,0,2003,0,1,1,0,0,0,0,0,0,0
603,ブルノのトゥーゲントハート邸/2001,ブルノのトゥーゲントハート邸,49.2,16.61666667,,,チェコ共和国,文化遺産,1,0,0,2001,0,1,0,1,0,0,0,0,0,0
600,テルチの歴史地区/1992,テルチの歴史地区,49.18333333,15.45,,,チェコ共和国,文化遺産,1,0,0,1992,1,0,0,1,0,0,0,0,0,0
984,カルパティア山脈と他のヨーロッパ地域のブナ原生林/2007,カルパティア山脈と他のヨーロッパ地域のブナ原生林,49.08611111,22.53611111,,,"ボスニア・ヘルツェゴビナ、チェコ共和国、フランス共和国、イタリア共和国、北マケドニア共和国、ポーランド共和国、スロバキア共和国、スイス連邦の地域を追加
（他、ウクライナ、ドイツ連邦共和国、アルバニア共和国、オーストリア共和国、ベルギー王国、ブルガリア共和国、クロアチア共和国、ルーマニア、スロベニア共和国、スペインを含む全18カ国）",自然遺産,0,1,0,2007,0,0,0,0,0,0,0,0,1,0
910,シャンパーニュの丘陵、醸造所と貯蔵庫/2015,シャンパーニュの丘陵、醸造所と貯蔵庫,49.0775,3.946111111,,,フランス共和国,文化遺産,1,0,0,2015,0,0,1,1,0,1,0,0,0,0
541,ヴルコリニェツの伝統的集落/1993,ヴルコリニェツの伝統的集落,49.03333333,19.28333333,,,スロバキア共和国,文化遺産,1,0,0,1993,0,0,0,1,1,0,0,0,0,0
723,レーゲンスブルク旧市街とシュタットアムホーフ/2006,レーゲンスブルク旧市街とシュタットアムホーフ,49.02027778,12.09722222,,,ドイツ連邦共和国,文化遺産,1,0,0,2006,0,1,1,1,0,0,0,0,0,0
719,マウルブロンの修道院関連建造物群/1993,マウルブロンの修道院関連建造物群,49.00083,8.81306,,,ドイツ連邦共和国,文化遺産,1,0,0,1993,0,1,0,1,0,0,0,0,0,0
545,レヴォチャ、スピシュ城と関連する文化的建造物群/1993,レヴォチャ、スピシュ城と関連する文化的建造物群,49,20.83333333,,,スロバキア共和国,文化遺産,1,0,0,1993,0,0,0,1,0,0,0,0,0,0
33,ウォータートン・グレーシャー国際平和自然公園/1995,ウォータートン・グレーシャー国際平和自然公園,48.99605556,-113.9041667,,,アメリカ合衆国及びカナダ,自然遺産,0,1,0,1995,0,0,0,0,0,0,1,0,1,0
604,ホラショヴィツェの歴史的集落/1998,ホラショヴィツェの歴史的集落,48.95972222,14.25277778,,,チェコ共和国,文化遺産,1,0,0,1998,0,1,0,1,0,0,0,0,0,0
894,パリのセーヌ河岸/1991,パリのセーヌ河岸,48.85833333,2.294166667,,,フランス共和国,文化遺産,1,0,0,1991,1,1,0,1,0,0,0,0,0,0
599,チェスキー・クルムロフの歴史地区/1992,チェスキー・クルムロフの歴史地区,48.81666667,14.31666667,,,チェコ共和国,文化遺産,1,0,0,1992,0,0,0,1,0,0,0,0,0,0
879,ヴェルサイユ宮殿と庭園/1979,ヴェルサイユ宮殿と庭園,48.805,2.119444444,,,フランス共和国,文化遺産,1,0,0,1979,1,1,0,0,0,1,0,0,0,0
606,レドニツェ－ヴァルチツェの文化的景観/1996,レドニツェ－ヴァルチツェの文化的景観,48.77583333,16.775,,,チェコ共和国,文化遺産,1,0,0,1996,1,1,0,1,0,0,0,0,0,0
1094,グレート・ブルカン・カルドゥン山と周辺の聖なる景観/2015,グレート・ブルカン・カルドゥン山と周辺の聖なる景観,48.76197778,109.0093278,,,モンゴル国,文化遺産,1,0,0,2015,0,0,0,1,0,1,0,0,0,0
892,ナンシーのスタニスラス広場、カリエール広場、アリアンス広場/1983,ナンシーのスタニスラス広場、カリエール広場、アリアンス広場,48.69361111,6.183333333,,,フランス共和国,文化遺産,1,0,0,1983,1,0,0,1,0,0,0,0,0,0
890,ストラスブール：グラン・ディルからヌースタットのヨーロッパの都市景観/1988,ストラスブール：グラン・ディルからヌースタットのヨーロッパの都市景観,48.58138889,7.75,,,フランス共和国,文化遺産,1,0,0,1988,0,1,0,1,0,0,0,0,0,0
891,中世市場都市プロヴァン/2001,中世市場都市プロヴァン,48.55972222,3.298888889,,,フランス共和国,文化遺産,1,0,0,2001,0,1,0,1,0,0,0,0,0,0
546,アグテレク・カルストとスロバキア・カルストの洞窟群/1995,アグテレク・カルストとスロバキア・カルストの洞窟群,48.47573,20.48687,,,スロバキア共和国及びハンガリー,自然遺産,0,1,0,1995,0,0,0,0,0,0,0,1,0,0
889,シャルトルの大聖堂/1979,シャルトルの大聖堂,48.4475,1.487222222,,,フランス共和国,文化遺産,1,0,0,1979,1,1,0,1,0,0,0,0,0,0
896,フォンテーヌブロー宮殿と庭園/1981,フォンテーヌブロー宮殿と庭園,48.40194444,2.698055556,,,フランス共和国,文化遺産,1,0,0,1981,0,1,0,1,0,0,0,0,0,0
301,ヴァッハウ渓谷の文化的景観/2000,ヴァッハウ渓谷の文化的景観,48.36444444,15.43416667,,,オーストリア共和国,文化遺産,1,0,0,2000,0,1,0,1,0,0,0,0,0,0
214,ブコビナとダルマチアの府主教の邸宅/2011,ブコビナとダルマチアの府主教の邸宅,48.29666667,25.92472222,,,ウクライナ,文化遺産,1,0,0,2011,0,1,1,1,0,0,0,0,0,0
302,ウィーンの歴史地区/2001,ウィーンの歴史地区,48.21666667,16.38333333,,,オーストリア共和国,文化遺産,1,0,0,2001,0,1,0,1,0,1,0,0,0,0
305,シェーンブルン宮殿と庭園/1996,シェーンブルン宮殿と庭園,48.18666667,16.31333333,,,オーストリア共和国,文化遺産,1,0,0,1996,1,0,0,1,0,0,0,0,0,0
829,トカイ地方のワイン産地の歴史的文化的景観/2002,トカイ地方のワイン産地の歴史的文化的景観,48.15,21.35,,,ハンガリー,文化遺産,1,0,0,2002,0,0,1,0,1,0,0,0,0,0
342,ミグアシャ国立公園/1999,ミグアシャ国立公園,48.105,-66.35305556,,,カナダ,自然遺産,0,1,0,1999,0,0,0,0,0,0,0,1,0,0
834,ホローケーの伝統的集落/1987,ホローケーの伝統的集落,47.99444444,19.52916667,,,ハンガリー,文化遺産,1,0,0,1987,0,0,0,0,1,0,0,0,0,0
1119,マラムレシュの木造教会群/1999,マラムレシュの木造教会群,47.82083333,24.05583333,,,ルーマニア,文化遺産,1,0,0,1999,0,0,0,1,0,0,0,0,0,0
304,ザルツブルクの歴史地区/1996,ザルツブルクの歴史地区,47.80055556,13.04333333,,,オーストリア共和国,文化遺産,1,0,0,1996,0,1,0,1,0,1,0,0,0,0
13,オリンピック国立公園/1981,オリンピック国立公園,47.74833333,-123.4488889,,,アメリカ合衆国,自然遺産,0,1,0,1981,0,0,0,0,0,0,1,0,1,0
1120,モルドヴァ地方の教会群/1993,モルドヴァ地方の教会群,47.73333333,25.93333333,,,ルーマニア,文化遺産,1,0,0,1993,1,0,0,1,0,0,0,0,0,0
705,修道院の島ライヒェナウ/2000,修道院の島ライヒェナウ,47.69872222,9.061305556,,,ドイツ連邦共和国,文化遺産,1,0,0,2000,0,0,1,1,0,1,0,0,0,0
700,ヴィースの巡礼教会/1983,ヴィースの巡礼教会,47.68127778,10.90013889,,,ドイツ連邦共和国,文化遺産,1,0,0,1983,1,0,1,0,0,0,0,0,0,0
306,ゼメリング鉄道/1998,ゼメリング鉄道,47.64877778,15.82797222,,,オーストリア共和国,文化遺産,1,0,0,1998,0,1,0,1,0,0,0,0,0,0
897,フォントネーのシトー会修道院/1981,フォントネーのシトー会修道院,47.63944444,4.389111111,,,フランス共和国,文化遺産,1,0,0,1981,0,0,0,1,0,0,0,0,0,0
833,ホルトバージ国立公園：プスタ（大平原）/1999,ホルトバージ国立公園：プスタ（大平原）,47.59444444,21.15666667,,,ハンガリー,文化遺産,1,0,0,1999,0,0,0,1,1,0,0,0,0,0
307,ハルシュタット＝ダッハシュタイン/ザルツカンマーグートの文化的景観/1997,ハルシュタット＝ダッハシュタイン/ザルツカンマーグートの文化的景観,47.55944444,13.64638889,,,オーストリア共和国,文化遺産,1,0,0,1997,0,0,1,1,0,0,0,0,0,0
830,パンノンハルマの千年の歴史をもつベネディクト会修道院と周辺の自然環境/1996,パンノンハルマの千年の歴史をもつベネディクト会修道院と周辺の自然環境,47.55888889,17.78444444,,,ハンガリー,文化遺産,1,0,0,1996,0,0,0,1,0,1,0,0,0,0
1090,オルホン渓谷の文化的景観/2004,オルホン渓谷の文化的景観,47.55666667,102.8313889,,,モンゴル国,文化遺産,1,0,0,2004,0,1,1,1,0,0,0,0,0,0
831,ブダペスト：ドナウ河岸とブダ城地区、アンドラーシ通り/1987,ブダペスト：ドナウ河岸とブダ城地区、アンドラーシ通り,47.48242,19.07067,,,ハンガリー,文化遺産,1,0,0,1987,0,1,0,1,0,0,0,0,0,0
877,ヴェズレーの教会と丘/1979,ヴェズレーの教会と丘,47.46638889,3.748333333,,,フランス共和国,文化遺産,1,0,0,1979,1,0,0,0,0,1,0,0,0,0
459,ザンクト・ガレンの修道院/1983,ザンクト・ガレンの修道院,47.42333333,9.377777778,,,スイス連邦,文化遺産,1,0,0,1983,0,1,0,1,0,0,0,0,0,0
907,ロワール渓谷：シュリー・シュル・ロワールからシャロンヌまで/2000,ロワール渓谷：シュリー・シュル・ロワールからシャロンヌまで,47.39888889,0.702777778,,,フランス共和国,文化遺産,1,0,0,2000,1,1,0,1,0,0,0,0,0,0
74,アルプス山脈周辺の先史時代の掘立柱住居群/2011,アルプス山脈周辺の先史時代の掘立柱住居群,47.27833333,8.2075,,,イタリア共和国/オーストリア共和国/スイス連邦/スロベニア共和国/ドイツ連邦共和国/フランス共和国,文化遺産,1,0,0,2011,0,0,0,1,1,0,0,0,0,0
895,ブールジュの大聖堂/1992,ブールジュの大聖堂,47.08222222,2.398333333,,,フランス共和国,文化遺産,1,0,0,1992,1,0,0,1,0,0,0,0,0,0
303,グラーツ：歴史地区とエッゲンベルク城/1999,グラーツ：歴史地区とエッゲンベルク城,47.07305556,15.43861111,,,オーストリア共和国,文化遺産,1,0,0,1999,0,1,0,1,0,0,0,0,0,0
909,ブルゴーニュのブドウ栽培の景観/2015,ブルゴーニュのブドウ栽培の景観,47.05805556,4.864444444,,,フランス共和国,文化遺産,1,0,0,2015,0,0,1,0,1,0,0,0,0,0
885,サラン・レ・バン大製塩所からアルケ・スナン王立製塩所までの天日塩生産所/1982,サラン・レ・バン大製塩所からアルケ・スナン王立製塩所までの天日塩生産所,47.03305556,5.781111111,,,フランス共和国,文化遺産,1,0,0,1982,1,1,0,1,0,0,0,0,0,0
462,ベルンの旧市街/1983,ベルンの旧市街,46.94805556,7.450277778,,,スイス連邦,文化遺産,1,0,0,1983,0,0,1,0,0,0,0,0,0,0
460,スイスのサルドナ上層地殻変動地帯/2008,スイスのサルドナ上層地殻変動地帯,46.91666667,9.25,,,スイス連邦,自然遺産,0,1,0,2008,0,0,0,0,0,0,0,1,0,0
336,ケベック旧市街の歴史地区/1985,ケベック旧市街の歴史地区,46.80944444,-71.21055556,,,カナダ,文化遺産,1,0,0,1985,0,0,0,1,0,1,0,0,0,0
463,ミュスタイアにあるベネディクト会の聖ヨハネ修道院/1983,ミュスタイアにあるベネディクト会の聖ヨハネ修道院,46.62944444,10.44763889,,,スイス連邦,文化遺産,1,0,0,1983,0,0,1,0,0,0,0,0,0,0
102,ドロミテ山塊/2009,ドロミテ山塊,46.61305556,12.16305556,,,イタリア共和国,自然遺産,0,1,0,2009,0,0,0,0,0,0,1,1,0,0
886,サン・サヴァン・シュール・ガルタンプの修道院教会/1983,サン・サヴァン・シュール・ガルタンプの修道院教会,46.56472222,0.866111111,,,フランス共和国,文化遺産,1,0,0,1983,1,0,1,0,0,0,0,0,0,0
464,ユングフラウ－アレッチュのスイス・アルプス/2001,ユングフラウ－アレッチュのスイス・アルプス,46.5,8.033333333,,,スイス連邦,自然遺産,0,1,0,2001,0,0,0,0,0,0,1,1,1,0
465,ラヴォー地域のブドウ畑/2007,ラヴォー地域のブドウ畑,46.49194444,6.746111111,,,スイス連邦,文化遺産,1,0,0,2007,0,0,1,1,1,0,0,0,0,0
1116,シギショアラの歴史地区/1999,シギショアラの歴史地区,46.21777778,24.79222222,,,ルーマニア,文化遺産,1,0,0,1999,0,0,1,0,1,0,0,0,0,0
461,ベリンツォーナ旧市街にある三つの城、城壁と要塞群/2000,ベリンツォーナ旧市街にある三つの城、城壁と要塞群,46.19313889,9.022416667,,,スイス連邦,文化遺産,1,0,0,2000,0,0,0,1,0,0,0,0,0,0
1121,要塞教会のあるトランシルヴァニアの村落/1993,要塞教会のあるトランシルヴァニアの村落,46.13583333,24.77305556,,,ルーマニア,文化遺産,1,0,0,1993,0,0,0,1,0,0,0,0,0,0
80,イタリアのロンゴバルド族：権勢の足跡（568－774年）/2011,イタリアのロンゴバルド族：権勢の足跡（568－774年）,46.09416667,13.43305556,,,イタリア共和国,文化遺産,1,0,0,2011,0,1,1,0,0,1,0,0,0,0
832,ペーチ（ソピアナエ）の初期キリスト教墓所/2000,ペーチ（ソピアナエ）の初期キリスト教墓所,46.07444444,18.22777778,,,ハンガリー,文化遺産,1,0,0,2000,0,0,1,1,0,0,0,0,0,0
106,ピエモンテとロンバルディアのサクロ・モンテ群/2003,ピエモンテとロンバルディアのサクロ・モンテ群,45.97455556,9.169555556,,,イタリア共和国,文化遺産,1,0,0,2003,0,1,0,1,0,0,0,0,0,0
81,ヴァルカモニカ（カモニカ渓谷の岩絵群）/1979,ヴァルカモニカ（カモニカ渓谷の岩絵群）,45.95705556,10.29733333,,,イタリア共和国,文化遺産,1,0,0,1979,0,0,1,0,0,1,0,0,0,0
128,サン・ジョルジオ山/2003,サン・ジョルジオ山,45.91666667,8.95,,,イタリア共和国及びスイス連邦,自然遺産,0,1,0,2003,0,0,0,0,0,0,0,1,0,0
75,アクィレイアの考古地区とバシリカ総主教聖堂/1998,アクィレイアの考古地区とバシリカ総主教聖堂,45.76833333,13.3675,,,イタリア共和国,文化遺産,1,0,0,1998,0,0,1,1,0,1,0,0,0,0
905,リヨンの歴史地区/1998,リヨンの歴史地区,45.76722222,4.833333333,,,フランス共和国,文化遺産,1,0,0,1998,0,1,0,1,0,0,0,0,0,0
337,ジョギンズの化石断崖群/2008,ジョギンズの化石断崖群,45.70972222,-64.43583333,,,カナダ,自然遺産,0,1,0,2008,0,0,0,0,0,0,0,1,0,0
547,シュコツィアンの洞窟群/1986,シュコツィアンの洞窟群,45.66667,14,,,スロベニア共和国,自然遺産,0,1,0,1986,0,0,0,0,0,0,1,1,0,0
1115,オラシュティエ山脈のダキア人要塞/1999,オラシュティエ山脈のダキア人要塞,45.62305556,23.31194444,,,ルーマニア,文化遺産,1,0,0,1999,0,1,1,1,0,0,0,0,0,0
92,クレスピ・ダッダの企業都市/1995,クレスピ・ダッダの企業都市,45.59333333,9.538333333,,,イタリア共和国,文化遺産,1,0,0,1995,0,0,0,1,1,0,0,0,0,0
83,ヴィチェンツァの市街とヴェネト地方のパッラーディオ様式の別荘群/1994,ヴィチェンツァの市街とヴェネト地方のパッラーディオ様式の別荘群,45.54916667,11.54944444,,,イタリア共和国,文化遺産,1,0,0,1994,1,1,0,0,0,0,0,0,0,0
114,ミラノのサンタ・マリア・デッレ・グラーツィエ修道院とレオナルド・ダ・ヴィンチの『最後の晩餐』/1980,ミラノのサンタ・マリア・デッレ・グラーツィエ修道院とレオナルド・ダ・ヴィンチの『最後の晩餐』,45.46588889,9.1705,,,イタリア共和国,文化遺産,1,0,0,1980,1,1,0,0,0,0,0,0,0,0
86,ヴェローナの市街/2000,ヴェローナの市街,45.43861111,10.99388889,,,イタリア共和国,文化遺産,1,0,0,2000,0,1,0,1,0,0,0,0,0,0
85,ヴェネツィアとその潟/1987,ヴェネツィアとその潟,45.43430556,12.33894444,,,イタリア共和国,文化遺産,1,0,0,1987,1,1,1,1,1,1,0,0,0,0
104,パドヴァの植物園（オルト・ボタニコ）/1997,パドヴァの植物園（オルト・ボタニコ）,45.39911111,11.88066667,,,イタリア共和国,文化遺産,1,0,0,1997,0,1,1,0,0,0,0,0,0,0
1138,シホテ・アリニ山脈中央部/2001,シホテ・アリニ山脈中央部,45.33333333,136.1666667,,,ロシア連邦,自然遺産,0,1,0,2001,0,0,0,0,0,0,0,0,0,1
405,ポレチュ歴史地区にあるエウフラシウス聖堂の司教関連建造物群/1997,ポレチュ歴史地区にあるエウフラシウス聖堂の司教関連建造物群,45.22916667,13.59444444,,,クロアチア共和国,文化遺産,1,0,0,1997,0,1,1,1,0,0,0,0,0,0
898,フランスのサンティアゴ・デ・コンポステーラの巡礼路/1998,フランスのサンティアゴ・デ・コンポステーラの巡礼路,45.18405556,0.722944444,,,フランス共和国,文化遺産,1,0,0,1998,0,1,0,1,0,1,0,0,0,0
1118,ホレズの修道院/1993,ホレズの修道院,45.18333333,24.01666667,,,ルーマニア,文化遺産,1,0,0,1993,0,1,0,0,0,0,0,0,0,0
113,マントヴァとサッビオネータ/2008,マントヴァとサッビオネータ,45.15944444,10.79444444,,,イタリア共和国,文化遺産,1,0,0,2008,0,1,1,0,0,0,0,0,0,0
346,グラン・プレの景観/2012,グラン・プレの景観,45.11833333,-64.30722222,,,カナダ,文化遺産,1,0,0,2012,0,0,0,0,1,1,0,0,0,0
1117,ドナウ・デルタ/1991,ドナウ・デルタ,45.08333333,29.5,,,ルーマニア,自然遺産,0,1,0,1991,0,0,0,0,0,0,1,0,0,1
101,トリノのサヴォイア家の王宮と邸宅/1997,トリノのサヴォイア家の王宮と邸宅,45.07252778,7.685722222,,,イタリア共和国,文化遺産,1,0,0,1997,1,1,0,1,1,0,0,0,0,0
105,バルーミニのスー・ヌラージ/1997,バルーミニのスー・ヌラージ,45.07252778,7.685722222,,,イタリア共和国,文化遺産,1,0,0,1997,1,0,1,1,0,0,0,0,0,0
878,ヴェゼール渓谷の装飾洞窟と先史遺跡/1979,ヴェゼール渓谷の装飾洞窟と先史遺跡,45.0575,1.17,,,フランス共和国,文化遺産,1,0,0,1979,1,0,1,0,0,0,0,0,0,0
344,リドー運河/2007,リドー運河,44.99438611,-75.765125,,,カナダ,文化遺産,1,0,0,2007,1,0,0,1,0,0,0,0,0,0
887,サン・テミリオン地域/1999,サン・テミリオン地域,44.89472222,0.155277778,,,フランス共和国,文化遺産,1,0,0,1999,0,0,1,1,0,0,0,0,0,0
404,プリトヴィツェ湖群国立公園/1979,プリトヴィツェ湖群国立公園,44.87777778,15.61444444,,,クロアチア共和国,自然遺産,0,1,0,1979,0,0,0,0,0,0,1,1,1,0
899,ボルドー、月の港/2007,ボルドー、月の港,44.83888889,0.572222222,,,フランス共和国,文化遺産,1,0,0,2007,0,1,0,1,0,0,0,0,0,0
117,ルネサンス都市フェッラーラとポー川のデルタ地帯/1995,ルネサンス都市フェッラーラとポー川のデルタ地帯,44.83777778,11.61944444,,,イタリア共和国,文化遺産,1,0,0,1995,0,1,1,1,1,1,0,0,0,0
115,モデナ：大聖堂と市民の塔（トッレ・チヴィカ）、グランデ広場/1997,モデナ：大聖堂と市民の塔（トッレ・チヴィカ）、グランデ広場,44.64625,10.92566667,,,イタリア共和国,文化遺産,1,0,0,1997,1,1,1,1,0,0,0,0,0,0
216,タウリカ半島の古代都市とチョーラ/2013,タウリカ半島の古代都市とチョーラ,44.61083333,33.49138889,,,ウクライナ,文化遺産,1,0,0,2013,0,1,0,0,1,0,0,0,0,0
120,ピエモンテのブドウ園の景観：ランゲ・ロエロとモンフェッラート/2014,ピエモンテのブドウ園の景観：ランゲ・ロエロとモンフェッラート,44.60861111,7.963611111,,,イタリア共和国,文化遺産,1,0,0,2014,0,0,1,0,1,0,0,0,0,0
11,イエローストーン国立公園/1978,イエローストーン国立公園,44.46055556,-110.8277778,,,アメリカ合衆国,自然遺産,0,1,0,1978,0,0,0,0,0,0,1,1,1,1
116,ラヴェンナの初期キリスト教建造物群/1996,ラヴェンナの初期キリスト教建造物群,44.42041667,12.19625,,,イタリア共和国,文化遺産,1,0,0,1996,1,1,1,1,0,0,0,0,0,0
