通し番号,popup,遺産名,lat,lon,lat-修正,lon-修正,国,種類,文化遺産,自然遺産,複合遺産,登録年,(ⅰ),(ⅱ),(ⅲ),(ⅳ),(ⅴ),(ⅵ),(ⅶ),(ⅷ),(ⅸ),(ⅹ)
1,ヴァトナヨークトル国立公園：火山と氷河がつくるダイナミックな自然/2019,ヴァトナヨークトル国立公園：火山と氷河がつくるダイナミックな自然,64.7843437,-17.20843155,64.7843437,-17.20843155,アイスランド共和国,自然遺産,0,1,0,2019,0,0,0,0,0,0,0,1,0,0
34,アラスカ・カナダ国境地帯の山岳国立公園群：クルアニ、ランゲル・セント・エライアス、グレイシャー・ベイ、タッシェンシニ・アルセク/1979,アラスカ・カナダ国境地帯の山岳国立公園群：クルアニ、ランゲル・セント・エライアス、グレイシャー・ベイ、タッシェンシニ・アルセク,63.11514617,-151.1944611,63.11514617,-151.1944611,アメリカ合衆国及びカナダ,自然遺産,0,1,0,1979,0,0,0,0,0,0,1,1,1,1
256,英国の湖水地方/2017,英国の湖水地方,54.37393185,-2.937646509,54.37393185,-2.937646509,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,2017,0,1,0,0,1,1,0,0,0,0
225,ジョドレルバンク天文台/2019,ジョドレルバンク天文台,53.24281068,-2.300454644,53.24281068,-2.300454644,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,2019,1,1,0,1,0,1,0,0,0,0
254,ウェールズ北西部の粘板岩の景観/2021,ウェールズ北西部の粘板岩の景観,51.83303758,-1.843311403,51.83303758,-1.843311403,英国（グレートブリテン及び北アイルランド連合王国）及びドイツ連邦共和国,文化遺産,1,0,0,2021,0,1,0,1,0,0,0,0,0,0
238,ストーンヘンジ、エイヴベリーの巨石遺跡と関連遺跡群/1986,ストーンヘンジ、エイヴベリーの巨石遺跡と関連遺跡群,51.42892389,-1.854887449,51.42892389,-1.854887449,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,1986,1,1,1,0,0,0,0,0,0,0
127,アルブラとベルニナの景観とレーティッシュ鉄道/2008,アルブラとベルニナの景観とレーティッシュ鉄道,46.40888266,10.01970036,46.40888266,10.01970036,イタリア共和国及びスイス連邦,文化遺産,1,0,0,2008,0,1,0,1,0,0,0,0,0,0
123,コネリアーノとヴァルドッビアーデネのプロセッコ栽培丘陵群 /2019,コネリアーノとヴァルドッビアーデネのプロセッコ栽培丘陵群 ,45.89704035,12.0118446,45.89704035,12.0118446,イタリア共和国,文化遺産,1,0,0,2019,0,0,0,0,1,0,0,0,0,0
122,イヴレーア：20世紀の産業都市/2018,イヴレーア：20世紀の産業都市,45.46708252,7.880049424,45.46708252,7.880049424,イタリア共和国,文化遺産,1,0,0,2018,0,0,0,1,0,0,0,0,0,0
124,パドヴァの14世紀のフレスコ画群/2021,パドヴァの14世紀のフレスコ画群,45.41182238,11.87952452,45.41182238,11.87952452,イタリア共和国,文化遺産,1,0,0,2021,0,1,0,0,0,0,0,0,0,0
125,ボローニャのポルティコ群/2021,ボローニャのポルティコ群,44.47929943,11.29804104,44.47929943,11.29804104,イタリア共和国,文化遺産,1,0,0,2021,0,0,0,1,0,0,0,0,0,0
777,知床/2005,知床,44.145623,145.27978,44.145623,145.27978,日本国,自然遺産,0,1,0,2005,0,0,0,0,0,0,0,0,1,1
108,ピサのドゥオーモ広場/1987,ピサのドゥオーモ広場,43.72322799,10.39471816,43.72322799,10.39471816,イタリア共和国,文化遺産,1,0,0,1987,1,1,0,1,0,1,0,0,0,0
32,フランク・ロイド・ライトの20世紀の建築/2019,フランク・ロイド・ライトの20世紀の建築,41.78978499,-87.59594549,41.78978499,-87.59594549,アメリカ合衆国,文化遺産,1,0,0,2019,0,1,0,0,0,0,0,0,0,0
8,ハーンの宮殿のあるシェキの歴史地区 /2019,ハーンの宮殿のあるシェキの歴史地区 ,41.20443672,47.19761067,41.20443672,47.19761067,アゼルバイジャン共和国,文化遺産,1,0,0,2019,0,1,0,0,1,0,0,0,0,0
791,北海道・北東北の縄文遺跡群/2021,北海道・北東北の縄文遺跡群,40.81612005,140.6966164,40.81612005,140.6966164,日本国,文化遺産,1,0,0,2021,0,0,1,0,1,0,0,0,0,0
775,白神山地/1993,白神山地,40.47,140.13,40.47,140.13,日本国,自然遺産,0,1,0,1993,0,0,0,0,0,0,0,0,1,0
780,平泉－仏国土（浄土）を表す建築・庭園及び考古学的遺跡群－/2011,平泉－仏国土（浄土）を表す建築・庭園及び考古学的遺跡群－,39.001362,141.10171,39.001362,141.10171,日本国,文化遺産,1,0,0,2011,0,1,0,0,0,1,0,0,0,0
152,ヒルカニアの森林群 /2019,ヒルカニアの森林群 ,37.0062588,49.427242,37.0062588,49.427242,イラン・イスラム共和国,自然遺産,0,1,0,2019,0,0,0,0,0,0,0,0,1,0
778,日光の社寺/1999,日光の社寺,36.757712,139.59883,36.757712,139.59883,日本国,文化遺産,1,0,0,1999,1,0,0,1,0,1,0,0,0,0
37,ジェミーラの考古遺跡/1982,ジェミーラの考古遺跡,36.31933748,5.73656313,36.31933748,5.73656313,アルジェリア民主人民共和国,文化遺産,1,0,0,1982,0,0,1,1,0,0,0,0,0,0
776,白川郷・五箇山の合掌造り集落/1995,白川郷・五箇山の合掌造り集落,36.260426,136.90652,36.260426,136.90652,日本国,文化遺産,1,0,0,1995,0,0,0,1,1,0,0,0,0,0
786,富岡製糸場と絹産業遺産群/2014,富岡製糸場と絹産業遺産群,36.255447,138.88795,36.255447,138.88795,日本国,文化遺産,1,0,0,2014,0,1,0,1,0,0,0,0,0,0
255,ゴーハムの洞窟群/2016,ゴーハムの洞窟群,36.11740092,-5.342037298,36.11740092,-5.342037298,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,2016,0,0,1,0,0,0,0,0,0,0
16,グランド・キャニオン国立公園/1979,グランド・キャニオン国立公園,36.10687211,-112.1129127,36.10687211,-112.1129127,アメリカ合衆国,自然遺産,0,1,0,1979,0,0,0,0,0,0,1,1,1,1
42,城塞都市ベニー・ハンマード/1980,城塞都市ベニー・ハンマード,35.82201178,4.789935527,35.82201178,4.789935527,アルジェリア民主人民共和国,文化遺産,1,0,0,1980,0,0,1,0,0,0,0,0,0,0
159,イラン縦貫鉄道/2021,イラン縦貫鉄道,35.65939084,51.40125549,35.65939084,51.40125549,イラン・イスラム共和国,文化遺産,1,0,0,2021,0,1,0,1,0,0,0,0,0,0
40,ティムガッドの考古遺跡/1982,ティムガッドの考古遺跡,35.48734032,6.467710954,35.48734032,6.467710954,アルジェリア民主人民共和国,文化遺産,1,0,0,1982,0,1,1,1,0,0,0,0,0,0
785,富士山─信仰の対象と芸術の源泉/2013,富士山─信仰の対象と芸術の源泉,35.362876,138.73158,35.362876,138.73158,日本国,文化遺産,1,0,0,2013,0,0,1,0,0,1,0,0,0,0
160,ホウラマン/ウラマナトの文化的景観/2021,ホウラマン/ウラマナトの文化的景観,35.26763714,46.23245715,35.26763714,46.23245715,イラン・イスラム共和国,文化遺産,1,0,0,2021,0,0,1,0,1,0,0,0,0,0
770,石見銀山遺跡とその文化的景観/2007,石見銀山遺跡とその文化的景観,35.112778,132.435,35.112778,132.435,日本国,文化遺産,1,0,0,2007,0,1,1,0,1,0,0,0,0,0
773,古都京都の文化財/1994,古都京都の文化財,35.039276,135.72969,35.039276,135.72969,日本国,文化遺産,1,0,0,1994,0,1,0,1,0,0,0,0,0,0
779,姫路城/1993,姫路城,34.837889,134.69352,34.837889,134.69352,日本国,文化遺産,1,0,0,1993,1,0,0,1,0,0,0,0,0,0
774,古都奈良の文化財/1998,古都奈良の文化財,34.688797,135.84001,34.688797,135.84001,日本国,文化遺産,1,0,0,1998,0,1,1,1,0,1,0,0,0,0
782,法隆寺地域の仏教建造物群/1993,法隆寺地域の仏教建造物群,34.614471,135.7349,34.614471,135.7349,日本国,文化遺産,1,0,0,1993,1,1,0,1,0,1,0,0,0,0
790,百舌鳥・古市古墳群/2019,百舌鳥・古市古墳群,34.56109597,135.4856421,34.56109597,135.4856421,日本国,文化遺産,1,0,0,2019,0,0,1,0,0,0,0,0,0,0
781,広島平和記念碑（原爆ドーム）/1996,広島平和記念碑（原爆ドーム）,34.395473,132.45345,34.395473,132.45345,日本国,文化遺産,1,0,0,1996,0,0,0,0,0,1,0,0,0,0
157,ペルシアのカナート/2016,ペルシアのカナート,34.33223672,58.68389983,34.33223672,58.68389983,イラン・イスラム共和国,文化遺産,1,0,0,2016,0,0,1,1,0,0,0,0,0,0
769,厳島神社/1996,厳島神社,34.296432,132.31922,34.296432,132.31922,日本国,文化遺産,1,0,0,1996,1,1,0,1,0,1,0,0,0,0
788,「神宿る島」宗像・沖ノ島と関連遺産群/2017,「神宿る島」宗像・沖ノ島と関連遺産群,34.24550352,130.1057472,34.24550352,130.1057472,日本国,文化遺産,1,0,0,2017,0,1,1,0,0,0,0,0,0,0
772,紀伊山地の霊場と参詣道/2004,紀伊山地の霊場と参詣道,33.837117,135.77311,33.837117,135.77311,日本国,文化遺産,1,0,0,2004,0,1,1,1,0,1,0,0,0,0
789,長崎と天草地方の潜伏キリシタン関連遺産/2018,長崎と天草地方の潜伏キリシタン関連遺産,32.734154,129.87014,32.734154,129.87014,日本国,文化遺産,1,0,0,2018,0,0,1,0,0,0,0,0,0,0
71,カルメル山の人類の進化を示す遺跡群：ナハル・メアロット／ワディ・エル・ムガラ洞窟/2012,カルメル山の人類の進化を示す遺跡群：ナハル・メアロット／ワディ・エル・ムガラ洞窟,32.67069402,34.96615951,32.67069402,34.96615951,イスラエル国,文化遺産,1,0,0,2012,0,0,1,0,1,0,0,0,0,0
136,イスファハーンのイマーム広場/1979,イスファハーンのイマーム広場,32.65438479,51.67739831,32.65438479,51.67739831,イラン・イスラム共和国,文化遺産,1,0,0,1979,1,0,0,0,1,1,0,0,0,0
787,明治日本の産業革命遺産　製鉄・製鋼、造船、石炭産業/2015,明治日本の産業革命遺産　製鉄・製鋼、造船、石炭産業,32.62776751,129.7385046,32.62776751,129.7385046,日本国,文化遺産,1,0,0,2015,0,1,0,1,0,0,0,0,0,0
134,バビロン/2019,バビロン,32.54227753,44.42088975,32.54227753,44.42088975,イラク共和国,文化遺産,1,0,0,2019,0,0,1,0,0,1,0,0,0,0
41,ムザブの谷/1982,ムザブの谷,32.48888833,3.674417619,32.48888833,3.674417619,アルジェリア民主人民共和国,文化遺産,1,0,0,1982,0,1,1,0,1,0,0,0,0,0
151,ヤズドの歴史都市/2017,ヤズドの歴史都市,31.89559464,54.35671644,31.89559464,54.35671644,イラン・イスラム共和国,文化遺産,1,0,0,2017,0,0,1,0,1,0,0,0,0,0
66,ネゲヴにある香料の道と砂漠都市群/2005,ネゲヴにある香料の道と砂漠都市群,31.02565204,35.06427851,31.02565204,35.06427851,イスラエル国,文化遺産,1,0,0,2005,0,0,1,0,1,0,0,0,0,0
264,聖都アブー・メナー/1979,聖都アブー・メナー,30.84105427,29.66349299,30.84105427,29.66349299,エジプト・アラブ共和国,文化遺産,1,0,0,1979,0,0,0,1,0,0,0,0,0,0
133,イラク南部のアフワル：生物多様性の保護地域とメソポタミアの都市の残存景観/2016,イラク南部のアフワル：生物多様性の保護地域とメソポタミアの都市の残存景観,30.82593034,45.99467114,30.82593034,45.99467114,イラク共和国,複合遺産,0,0,1,2016,0,0,1,0,1,0,0,0,1,1
783,屋久島/1993,屋久島,30.333333,130.53333,30.333333,130.53333,日本国,自然遺産,0,1,0,1993,0,0,0,0,0,0,1,0,1,0
156,ルート砂漠/2016,ルート砂漠,30.25051794,57.08593493,30.25051794,57.08593493,イラン・イスラム共和国,自然遺産,0,1,0,2016,0,0,0,0,0,0,1,1,0,0
266,メンフィスのピラミッド地帯/1979,メンフィスのピラミッド地帯,29.97921239,31.13424732,29.97921239,31.13424732,エジプト・アラブ共和国,文化遺産,1,0,0,1979,1,0,1,0,0,1,0,0,0,0
31,サン・アントニオ・ミッションズ/2015,サン・アントニオ・ミッションズ,29.32627324,-98.44757766,29.32627324,-98.44757766,アメリカ合衆国,文化遺産,1,0,0,2015,0,1,0,0,0,0,0,0,0,0
267,ワディ・アル・ヒタン（鯨の谷）/2005,ワディ・アル・ヒタン（鯨の谷）,29.2675461,30.02250305,29.2675461,30.02250305,エジプト・アラブ共和国,自然遺産,0,1,0,2005,0,0,0,0,0,0,0,1,0,0
158,ファールス地方にあるササン朝の考古学的景観/2018,ファールス地方にあるササン朝の考古学的景観,28.92069469,52.5298084,28.92069469,52.5298084,イラン・イスラム共和国,文化遺産,1,0,0,2018,0,1,1,0,1,0,0,0,0,0
263,聖カトリーナ修道院地域/2002,聖カトリーナ修道院地域,28.5559955,33.97605873,28.5559955,33.97605873,エジプト・アラブ共和国,文化遺産,1,0,0,2002,1,0,1,1,0,1,0,0,0,0
792,奄美大島、徳之島、沖縄島北部及び西表島/2021,奄美大島、徳之島、沖縄島北部及び西表島,28.27803528,129.3592762,28.27803528,129.3592762,日本国,自然遺産,0,1,0,2021,0,0,0,0,0,0,0,0,0,1
194,カンチェンジュンガ国立公園/2016,カンチェンジュンガ国立公園,27.6672479,88.32456142,27.6672479,88.32456142,インド,複合遺産,0,0,1,2016,0,0,1,0,0,1,1,0,0,1
771,小笠原諸島/2011,小笠原諸島,27.104451,142.20731,27.104451,142.20731,日本国,自然遺産,0,1,0,2011,0,0,0,0,0,0,0,0,1,0
197,ラジャスタン州のジャイプール市街/2019,ラジャスタン州のジャイプール市街,26.90772882,75.78637713,26.90772882,75.78637713,インド,文化遺産,1,0,0,2019,0,1,0,1,0,1,0,0,0,0
784,琉球王国のグスク及び関連遺産群/2000,琉球王国のグスク及び関連遺産群,26.217031,127.71948,26.217031,127.71948,日本国,文化遺産,1,0,0,2000,0,1,1,0,0,1,0,0,0,0
262,古代都市テーベと墓地遺跡/1979,古代都市テーベと墓地遺跡,25.69951165,32.63906163,25.69951165,32.63906163,エジプト・アラブ共和国,文化遺産,1,0,0,1979,1,0,1,0,0,1,0,0,0,0
199,ドーラヴィーラ：ハラッパーの都市/2021,ドーラヴィーラ：ハラッパーの都市,23.88063024,70.21423118,23.88063024,70.21423118,インド,文化遺産,1,0,0,2021,0,0,1,1,0,0,0,0,0,0
196,ムンバイにあるヴィクトリア朝ゴシックとアール・デコの建造物群/2018,ムンバイにあるヴィクトリア朝ゴシックとアール・デコの建造物群,23.85893012,72.10194038,23.85893012,72.10194038,インド,文化遺産,1,0,0,2018,0,1,0,1,0,0,0,0,0,0
195,アーメダバードの歴史都市/2017,アーメダバードの歴史都市,23.02201584,72.5716705,23.02201584,72.5716705,インド,文化遺産,1,0,0,2017,0,1,0,0,1,0,0,0,0,0
265,ヌビアの遺跡群：アブ・シンベルからフィラエまで/1979,ヌビアの遺跡群：アブ・シンベルからフィラエまで,22.33723773,31.62579806,22.33723773,31.62579806,エジプト・アラブ共和国,文化遺産,1,0,0,1979,1,0,1,0,0,1,0,0,0,0
198,テランガーナ州のカカティーヤ・ルドレシュワラ（ラマッパ）寺院/2021,テランガーナ州のカカティーヤ・ルドレシュワラ（ラマッパ）寺院,18.25936769,79.9433178,18.25936769,79.9433178,インド,文化遺産,1,0,0,2021,1,0,1,0,0,0,0,0,0,0
59,アンティグアの海軍造船所と関連考古遺跡群/2016,アンティグアの海軍造船所と関連考古遺跡群,17.00717357,-61.76200634,17.00717357,-61.76200634,アンティグア・バーブーダ,文化遺産,1,0,0,2016,0,1,0,1,0,0,0,0,0,0
193,ナーランダ・マハーヴィハーラの遺跡群/2016,ナーランダ・マハーヴィハーラの遺跡群,8.344695378,80.39657937,8.344695378,80.39657937,インド,文化遺産,1,0,0,2016,0,0,0,1,0,1,0,0,0,0
212,ルウェンゾリ山地国立公園/1994,ルウェンゾリ山地国立公園,0.3210347,29.9105365,0.3210347,29.9105365,ウガンダ共和国,自然遺産,0,1,0,1994,0,0,0,0,0,0,1,0,0,1
208,サワルントのオンビリン炭鉱遺産/2019,サワルントのオンビリン炭鉱遺産,-0.595583896,100.7366241,-0.595583896,100.7366241,インドネシア共和国,文化遺産,1,0,0,2019,0,1,0,1,0,0,0,0,0,0
211,ブウィンディ原生国立公園/1994,ブウィンディ原生国立公園,-1.028756208,29.68363901,-1.028756208,29.68363901,ウガンダ共和国,自然遺産,0,1,0,1994,0,0,0,0,0,0,1,0,0,1
58,ンバンザ・コンゴ：旧コンゴ王国の首都の遺跡/2017,ンバンザ・コンゴ：旧コンゴ王国の首都の遺跡,-6.267295426,14.23385356,-6.267295426,14.23385356,アンゴラ共和国,文化遺産,1,0,0,2017,0,0,1,1,0,0,0,0,0,0
43,イグアス国立公園/1984,イグアス国立公園,-25.68319025,-54.4547017,-25.68319025,-54.4547017,アルゼンチン共和国,自然遺産,0,1,0,1984,0,0,0,0,0,0,1,0,0,1
44,イスチグアラストとタランパヤ自然公園群/2000,イスチグアラストとタランパヤ自然公園群,-29.89062257,-67.85347056,-29.89062257,-67.85347056,アルゼンチン共和国,自然遺産,0,1,0,2000,0,0,0,0,0,0,0,1,0,0
224,技術者エラディオ・ディエステの作品：アトランティーダの教会/2021,技術者エラディオ・ディエステの作品：アトランティーダの教会,-34.74388427,-55.76642961,-34.74388427,-55.76642961,ウルグアイ東方共和国,文化遺産,1,0,0,2021,0,0,0,1,0,0,0,0,0,0
50,ロス・アレルセス国立公園/2017,ロス・アレルセス国立公園,-42.97411346,-71.64385635,-42.97411346,-71.64385635,アルゼンチン共和国,自然遺産,0,1,0,2017,0,0,0,0,0,0,1,0,0,1
1131,ウランゲリ島保護区の自然生態系/2004,ウランゲリ島保護区の自然生態系,71.18888889,-179.7152778,,,ロシア連邦,自然遺産,0,1,0,2004,0,0,0,0,0,0,0,0,1,1
800,アルタの岩絵群/1985,アルタの岩絵群,69.95,23.18333333,,,ノルウェー王国,文化遺産,1,0,0,1985,0,0,1,0,0,0,0,0,0,0
685,イルリサット・アイスフィヨルド/2004,イルリサット・アイスフィヨルド,69.13333333,-49.5,,,デンマーク王国,自然遺産,0,1,0,2004,0,0,0,0,0,0,1,1,0,0
1147,プトラナ台地/2010,プトラナ台地,69.04694444,94.15805556,,,ロシア連邦,自然遺産,0,1,0,2010,0,0,0,0,0,0,1,0,1,0
473,サーメ人地域/1996,サーメ人地域,67.33333,17.56666667,,,スウェーデン王国 ,複合遺産,0,0,1,1996,0,0,1,0,1,0,1,1,1,0
472,ルーレオにあるガンメルスタードの教会街/1996,ルーレオにあるガンメルスタードの教会街,65.64611111,22.02861111,,,スウェーデン王国 ,文化遺産,1,0,0,1996,0,1,0,1,1,0,0,0,0,0
801,ヴェガエイヤン：ヴェガ群島/2004,ヴェガエイヤン：ヴェガ群島,65.61666667,11.75,,,ノルウェー王国,文化遺産,1,0,0,2004,0,0,0,0,1,0,0,0,0,0
1140,ソロヴェツキー諸島の文化歴史的建造物群/1992,ソロヴェツキー諸島の文化歴史的建造物群,65.08333333,35.66666667,,,ロシア連邦,文化遺産,1,0,0,1992,0,0,0,1,0,0,0,0,0,0
1135,コミの原生林/1995,コミの原生林,65.06666667,60.15,,,ロシア連邦,自然遺産,0,1,0,1995,0,0,0,0,0,0,1,0,1,0
2,シングヴェトリル国立公園/2004,シングヴェトリル国立公園,64.25380556,-21.03725,,,アイスランド共和国 ,文化遺産,1,0,0,2004,0,0,1,0,0,1,0,0,0,0
3,スルツェイ火山島/2008,スルツェイ火山島,63.30305556,-20.60222222,,,アイスランド共和国 ,自然遺産,0,1,0,2008,0,0,0,0,0,0,0,0,1,0
805,レーロースの鉱山都市と周辺/1980,レーロースの鉱山都市と周辺,62.57638889,11.39,,,ノルウェー王国,文化遺産,1,0,0,1980,0,0,1,1,1,0,0,0,0,0
848,ペタヤヴェシの古教会/1994,ペタヤヴェシの古教会,62.25,25.18333333,,,フィンランド共和国,文化遺産,1,0,0,1994,0,0,0,1,0,0,0,0,0,0
803,ノルウェー西部のフィヨルド、ガイランゲルフィヨルドとネーロイフィヨルド/2005,ノルウェー西部のフィヨルド、ガイランゲルフィヨルドとネーロイフィヨルド,62.11667,7.16667,,,ノルウェー王国,自然遺産,0,1,0,2005,0,0,0,0,0,0,1,1,0,0
1134,キージ島の木造教会と集落/1990,キージ島の木造教会と集落,62.07138889,35.2275,,,ロシア連邦,文化遺産,1,0,0,1990,1,0,0,1,1,0,0,0,0,0
467,ヘルシングランドの装飾された農夫の家/2012,ヘルシングランドの装飾された農夫の家,61.70722222,16.19583333,,,スウェーデン王国,文化遺産,1,0,0,2012,0,0,0,0,1,0,0,0,0,0
340,ナハニ国立公園/1978,ナハニ国立公園,61.54722222,-125.5894444,,,カナダ,自然遺産,0,1,0,1978,0,0,0,0,0,0,1,1,0,0
802,ウルネスの木造教会/1979,ウルネスの木造教会,61.3,7.333333333,,,ノルウェー王国,文化遺産,1,0,0,1979,1,1,1,0,0,0,0,0,0,0
849,ラウマの旧市街/1991,ラウマの旧市街,61.12805556,21.51166667,,,フィンランド共和国,文化遺産,1,0,0,1991,0,0,0,1,1,0,0,0,0,0
847,青銅器時代のサンマルラハデンマキ墓群/1999,青銅器時代のサンマルラハデンマキ墓群,61.12055556,21.7775,,,フィンランド共和国,文化遺産,1,0,0,1999,0,0,1,1,0,0,0,0,0,0
845,ヴェルラの砕木パルプ・板紙工場/1996,ヴェルラの砕木パルプ・板紙工場,61.06194444,26.64083333,,,フィンランド共和国,文化遺産,1,0,0,1996,0,0,0,1,0,0,0,0,0,0
1150,レナ石柱自然公園/2012,レナ石柱自然公園,60.66666667,127,,,ロシア連邦,自然遺産,0,1,0,2012,0,0,0,0,0,0,0,1,0,0
479,ファールンの大銅山地域/2001,ファールンの大銅山地域,60.60472222,15.63083333,,,スウェーデン王国 ,文化遺産,1,0,0,2001,0,1,1,0,1,0,0,0,0,0
804,ベルゲンのブリッゲン地区/1979,ベルゲンのブリッゲン地区,60.39722222,5.323055556,,,ノルウェー王国,文化遺産,1,0,0,1979,0,0,1,0,0,0,0,0,0,0
846,スオメンリンナ要塞/1991,スオメンリンナ要塞,60.14722222,24.98722222,,,フィンランド共和国,文化遺産,1,0,0,1991,0,0,0,1,0,0,0,0,0,0
470,エンゲルスベリの製鉄所/1993,エンゲルスベリの製鉄所,59.96666667,16.00833333,,,スウェーデン王国 ,文化遺産,1,0,0,1993,0,0,0,1,0,0,0,0,0,0
1137,サンクト・ペテルブルクの歴史地区と関連建造物群/1990,サンクト・ペテルブルクの歴史地区と関連建造物群,59.95,30.31833333,,,ロシア連邦,文化遺産,1,0,0,1990,1,1,0,1,0,1,0,0,0,0
1146,フェラポントフ修道院関連遺産群/2000,フェラポントフ修道院関連遺産群,59.95,38.56666667,,,ロシア連邦,文化遺産,1,0,0,2000,1,0,0,1,0,0,0,0,0,0
806,リューカン・ノトッデンの産業遺産/2015,リューカン・ノトッデンの産業遺産,59.87861111,8.593611111,,,ノルウェー王国,文化遺産,1,0,0,2015,0,1,0,1,0,0,0,0,0,0
268,タリンの歴史地区/1997,タリンの歴史地区,59.43694444,24.73888889,,,エストニア共和国,文化遺産,1,0,0,1997,0,1,0,1,0,0,0,0,0,0
333,ウッド・バッファロー国立公園/1983,ウッド・バッファロー国立公園,59.35833333,-112.2933333,,,カナダ,自然遺産,0,1,0,1983,0,0,0,0,0,0,1,0,1,1
478,ビルカとホヴゴーデン/1993,ビルカとホヴゴーデン,59.335,17.5425,,,スウェーデン王国 ,文化遺産,1,0,0,1993,0,0,1,1,0,0,0,0,0,0
476,ドロットニングホルムの王領地/1991,ドロットニングホルムの王領地,59.32305556,17.88333333,,,スウェーデン王国 ,文化遺産,1,0,0,1991,0,0,0,1,0,0,0,0,0,0
474,スクーグスシルコゴーデンの森林墓地/1994,スクーグスシルコゴーデンの森林墓地,59.27555556,18.09944444,,,スウェーデン王国 ,文化遺産,1,0,0,1994,0,1,0,1,0,0,0,0,0,0
217,シュトルーヴェの測地弧/2005,シュトルーヴェの測地弧,59.05777778,26.33777778,,,ウクライナ/エストニア共和国/スウェーデン王国/ノルウェー王国/フィンランド共和国/ベラルーシ共和国/モルドバ共和国/ラトビア共和国/リトアニア共和国/ロシア連邦,文化遺産,1,0,0,2005,0,1,1,0,0,1,0,0,0,0
229,オークニー諸島の新石器時代遺跡/1999,オークニー諸島の新石器時代遺跡,58.99605556,-3.188666667,,,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,1999,1,1,1,1,0,0,0,0,0,0
475,タヌムの岩絵群/1994,タヌムの岩絵群,58.70111111,11.34111111,,,スウェーデン王国 ,文化遺産,1,0,0,1994,1,0,1,1,0,0,0,0,0,0
1144,ノヴゴロドと周辺の歴史的建造物群/1992,ノヴゴロドと周辺の歴史的建造物群,58.53333333,31.28333333,,,ロシア連邦,文化遺産,1,0,0,1992,0,1,0,1,0,1,0,0,0,0
239,セント・キルダ諸島/1986,セント・キルダ諸島,57.81722222,-8.576666667,,,英国（グレートブリテン及び北アイルランド連合王国）,複合遺産,0,0,1,1986,0,0,1,0,1,0,1,0,1,1
1149,ヤロスラーヴリの歴史地区/2005,ヤロスラーヴリの歴史地区,57.65277778,39.87611111,,,ロシア連邦,文化遺産,1,0,0,2005,0,1,0,1,0,0,0,0,0,0
477,ハンザ都市ヴィスビー/1995,ハンザ都市ヴィスビー,57.64166667,18.29583333,,,スウェーデン王国 ,文化遺産,1,0,0,1995,0,0,0,1,1,0,0,0,0,0
468,ヴァールベリのグリメトン無線局/2004,ヴァールベリのグリメトン無線局,57.1,12.38333333,,,スウェーデン王国 ,文化遺産,1,0,0,2004,0,1,0,1,0,0,0,0,0,0
1106,リガの歴史地区/1997,リガの歴史地区,56.95416667,24.11666667,,,ラトビア共和国,文化遺産,1,0,0,1997,1,1,0,0,0,0,0,0,0,0
1133,カムチャツカ火山群/1996,カムチャツカ火山群,56.33333333,158.5,,,ロシア連邦,自然遺産,0,1,0,1996,0,0,0,0,0,0,1,1,1,1
469,エーランド島南部の農業景観/2000,エーランド島南部の農業景観,56.325,16.48333333,,,スウェーデン王国 ,文化遺産,1,0,0,2000,0,0,0,1,1,0,0,0,0,0
1139,セルギエフ・ポサドのトロイツェ・セルギエフ大修道院/1993,セルギエフ・ポサドのトロイツェ・セルギエフ大修道院,56.31036111,38.13119444,,,ロシア連邦,文化遺産,1,0,0,1993,0,1,0,1,0,0,0,0,0,0
471,カールスクローナの軍港/1998,カールスクローナの軍港,56.16666667,15.58333333,,,スウェーデン王国 ,文化遺産,1,0,0,1998,0,1,0,1,0,0,0,0,0,0
1130,ウラジーミルとスーズダリの白い建造物群/1992,ウラジーミルとスーズダリの白い建造物群,56.15,40.41666667,,,ロシア連邦,文化遺産,1,0,0,1992,1,1,0,1,0,0,0,0,0,0
686,クロンボー城/2000,クロンボー城,56.03889,12.62083333,,,デンマーク王国,文化遺産,1,0,0,2000,0,0,0,1,0,0,0,0,0,0
253,フォース鉄道橋/2015,フォース鉄道橋,56.00111111,-3.388888889,,,英国（グレートブリテン及び北アイルランド連合王国）及びドイツ連邦共和国,文化遺産,1,0,0,2015,1,0,0,1,0,0,0,0,0,0
228,エディンバラの旧市街と新市街/1995,エディンバラの旧市街と新市街,55.95,-3.216666667,,,英国（グレートブリテン及び北アイルランド連合王国）,文化遺産,1,0,0,1995,0,1,0,1,0,0,0,0,0,0
690,シェラン島北部の王室狩猟場の景観/2015,シェラン島北部の王室狩猟場の景観,55.91361111,12.35777778,,,デンマーク王国,文化遺産,1,0,0,2015,0,1,0,1,0,0,0,0,0,0
1132,カザン・クレムリンの歴史的関連建造物群/2000,カザン・クレムリンの歴史的関連建造物群,55.79111111,49.095,,,ロシア連邦,文化遺産,1,0,0,2000,0,1,1,1,0,0,0,0,0,0
